"Observation station","Year","Month","Day","Time [Local time]","Cloud cover [1/8]"
"Hämeenlinna Katinen","2004","5","29","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","5","30","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","5","31","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","6","1","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","2","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","3","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","4","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","6","5","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","6","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","6","7","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","8","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","6","9","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","6","10","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","11","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","12","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","6","13","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","14","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","15","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","16","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","17","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","6","18","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","19","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","6","20","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","21","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","22","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","23","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","6","24","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","25","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","26","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","6","27","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","6","28","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","6","29","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","6","30","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","7","1","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","7","2","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","3","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","7","4","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","7","5","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","7","6","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","7","7","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","7","8","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","7","9","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","7","10","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","11","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","12","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","13","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","14","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","15","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","16","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","7","17","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","7","18","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","7","19","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","20","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","21","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","7","22","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","7","23","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","7","24","00:00","-"
"Hämeenlinna Katinen","2004","7","25","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","7","26","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","27","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","28","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","7","29","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","7","30","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","7","31","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","8","1","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","8","2","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","8","3","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","8","4","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","5","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","6","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","7","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","8","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","8","9","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","10","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","8","11","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","12","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","13","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","8","14","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","8","15","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","8","16","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","8","17","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","8","18","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","19","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","20","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","8","21","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","8","22","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","23","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","24","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","8","25","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","26","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","8","27","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","8","28","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","29","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","8","30","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","8","31","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","9","1","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","2","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","9","3","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","4","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","9","5","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","9","6","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","9","7","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","9","8","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","9","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","9","10","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","9","11","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","12","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","9","13","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","14","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","9","15","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","9","16","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","9","17","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","9","18","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","19","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","20","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","21","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","9","22","00:00","Cloudiness cannot be determined (9/8)"
"Hämeenlinna Katinen","2004","9","23","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","24","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","9","25","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","9","26","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","9","27","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","9","28","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","9","29","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","9","30","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","1","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","10","2","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","10","3","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","4","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","5","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","6","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","10","7","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","8","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","9","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","10","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","11","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","10","12","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","10","13","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","14","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","10","15","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","10","16","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","17","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","18","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","19","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","20","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","21","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","22","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","23","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","24","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","25","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","10","26","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","27","00:00","Partly cloudy (5/8)"
"Hämeenlinna Katinen","2004","10","28","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","10","29","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","10","30","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","10","31","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","11","1","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","11","2","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","11","3","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","11","4","00:00","Clear (1/8)"
"Hämeenlinna Katinen","2004","11","5","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","6","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","7","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","8","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","9","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","10","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","11","11","00:00","Cloudiness cannot be determined (9/8)"
"Hämeenlinna Katinen","2004","11","12","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","11","13","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","14","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","11","15","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","16","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","11","17","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","11","18","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","11","19","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","11","20","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","11","21","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","11","22","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","23","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","24","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","25","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","26","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","11","27","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","28","00:00","Mostly clear (3/8)"
"Hämeenlinna Katinen","2004","11","29","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","11","30","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","1","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","2","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","3","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","4","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","12","5","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","6","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","7","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","8","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","12","9","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","10","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","11","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","12","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","13","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","14","00:00","Cloudiness cannot be determined (9/8)"
"Hämeenlinna Katinen","2004","12","15","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","16","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","17","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","18","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","19","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","20","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","21","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2004","12","22","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","12","23","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","24","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","25","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","12","26","00:00","Cloudiness cannot be determined (9/8)"
"Hämeenlinna Katinen","2004","12","27","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","28","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","29","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2004","12","30","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2004","12","31","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2005","1","1","00:00","Clear (0/8)"
"Hämeenlinna Katinen","2005","1","2","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2005","1","3","00:00","Mostly cloudy (7/8)"
"Hämeenlinna Katinen","2005","1","4","00:00","Cloudy (8/8)"
"Hämeenlinna Katinen","2005","1","5","00:00","Cloudy (8/8)"
